0.63,0.000747329986025891,0,0,0,0,0,0
0.64,0.000384803471111361,0,0,0,0,0,0
0.65,0.000384803471111361,0,0,0,0,0,0
0.66,0.000193004236211269,0,0,0,0,0,0
0.67,0.000193004236211269,0,0,0,0,0,0
0.68,9.43461361816444e-05,0,0,0,0,0,0
0.69,9.43461361816444e-05,0,0,0,0,0,0
0.7,4.49711936638675e-05,0,0,0,0,0,0
0.71,4.49711936638675e-05,0,0,0,0,0,0
0.72,2.09130007086111e-05,0,0,0,0,0,0
0.73,2.09130007086111e-05,0,0,0,0,0,0
0.74,9.49255809001848e-06,0,0,0,0,0,0
0.75,9.49255809001848e-06,0,0,0,0,0,0
0.76,9.49255809001848e-06,0,0,0,0,0,0
0.77,4.20768283559969e-06,0,0,0,0,0,0
0.78,4.20768283559969e-06,0,0,0,0,0,0
0.79,1.82220738365046e-06,0,0,0,0,0,0
0.8,1.82220738365046e-06,0,0,0,0,0,0
0.81,7.71337231531e-07,0,0,0,0,0,0
0.82,7.71337231531e-07,0,0,0,0,0,0
0.83,3.19281285410256e-07,0,0,0,0,0,0
0.84,3.19281285410256e-07,0,0,0,0,0,0
0.85,1.2929172332754e-07,0,0,0,0,0,0
0.86,1.2929172332754e-07,0,0,0,0,0,0
0.87,5.12408123709562e-08,0,0,0,0,0,0
0.88,5.12408123709562e-08,0,0,0,0,0,0
0.89,1.98830890640878e-08,0,0,0,0,0,0
0.9,1.98830890640878e-08,0,0,0,0,0,0
0.91,7.55689821829719e-09,0,0,0,0,0,0
0.92,7.55689821829719e-09,0,0,0,0,0,0
0.93,2.81422829484512e-09,0,0,0,0,0,0
0.94,2.81422829484512e-09,0,0,0,0,0,0
0.95,1.02728348050363e-09,0,0,0,0,0,0
0.96,1.02728348050363e-09,0,0,0,0,0,0
0.97,3.6769765010547e-10,0,0,0,0,0,0
0.98,3.6769765010547e-10,0,0,0,0,0,0
0.99,1.29095401035784e-10,0,0,0,0,0,0
1,1.29095401035784e-10,0,0,0,0,0,0
